Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.02     0.00     8576     0.00     0.00  std::basic_ostream<char, std::char_traits<char> >& std::__detail::operator<< <char, std::char_traits<char>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::basic_ostream<char, std::char_traits<char> >&, std::__detail::_Quoted_string<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char> const&)
  0.00      0.02     0.00     8575     0.00     0.00  std::__detail::_Quoted_string<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char>::_Quoted_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, char)
  0.00      0.02     0.00     8575     0.00     0.00  auto std::quoted<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, char)
  0.00      0.02     0.00     8574     0.00     0.00  __gthread_active_p()
  0.00      0.02     0.00     8555     0.00     0.00  std::filesystem::__cxx11::path::c_str() const
  0.00      0.02     0.00     4410     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_less(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) const
  0.00      0.02     0.00     4409     0.00     0.00  bool std::__shared_ptr<std::filesystem::__cxx11::recursive_directory_iterator::_Dir_stack, (__gnu_cxx::_Lock_policy)2>::owner_before<std::filesystem::__cxx11::recursive_directory_iterator::_Dir_stack>(std::__shared_ptr<std::filesystem::__cxx11::recursive_directory_iterator::_Dir_stack, (__gnu_cxx::_Lock_policy)2> const&) const
  0.00      0.02     0.00     4409     0.00     0.00  std::less<std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>*>::operator()(std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>*, std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>*) const
  0.00      0.02     0.00     4392     0.00     0.00  std::filesystem::__cxx11::operator!=(std::filesystem::__cxx11::recursive_directory_iterator const&, std::filesystem::__cxx11::recursive_directory_iterator const&)
  0.00      0.02     0.00     4390     0.00     0.00  std::filesystem::__cxx11::operator==(std::filesystem::__cxx11::recursive_directory_iterator const&, std::filesystem::__cxx11::recursive_directory_iterator const&)
  0.00      0.02     0.00     4378     0.00     0.00  std::filesystem::__cxx11::directory_entry::operator std::filesystem::__cxx11::path const&() const
  0.00      0.02     0.00     4377     0.00     0.00  std::filesystem::file_status::type() const
  0.00      0.02     0.00     4376     0.00     0.00  std::filesystem::is_regular_file(std::filesystem::__cxx11::path const&)
  0.00      0.02     0.00     4371     0.00     0.00  std::filesystem::is_regular_file(std::filesystem::file_status)
  0.00      0.02     0.00     4288     0.00     0.00  __gthread_mutex_unlock(pthread_mutex_t*)
  0.00      0.02     0.00     4288     0.00     0.00  std::lock_guard<std::mutex>::~lock_guard()
  0.00      0.02     0.00     4288     0.00     0.00  std::__atomic_base<int>::operator++(int)
  0.00      0.02     0.00     4288     0.00     0.00  std::mutex::unlock()
  0.00      0.02     0.00     4285     0.00     0.00  __gthread_mutex_lock(pthread_mutex_t*)
  0.00      0.02     0.00     4285     0.00     0.00  std::filesystem::__cxx11::path::path(std::filesystem::__cxx11::path const&)
  0.00      0.02     0.00     4284     0.00     0.00  std::mutex::lock()
  0.00      0.02     0.00     4283     0.00     0.00  std::filesystem::__cxx11::operator/(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&)
  0.00      0.02     0.00     4283     0.00     0.00  std::lock_guard<std::mutex>::lock_guard(std::mutex&)
  0.00      0.02     0.00     4280     0.00     0.00  std::basic_ofstream<char, std::char_traits<char> >::basic_ofstream<std::filesystem::__cxx11::path, std::filesystem::__cxx11::path>(std::filesystem::__cxx11::path const&, std::_Ios_Openmode)
  0.00      0.02     0.00     4276     0.00     0.00  std::filesystem::__cxx11::directory_entry::path() const
  0.00      0.02     0.00     4273     0.00     0.00  std::basic_ifstream<char, std::char_traits<char> >::basic_ifstream<std::filesystem::__cxx11::path, std::filesystem::__cxx11::path>(std::filesystem::__cxx11::path const&, std::_Ios_Openmode)
  0.00      0.02     0.00      410     0.00     0.00  std::reference_wrapper<std::filesystem::__cxx11::path const>&& std::forward<std::reference_wrapper<std::filesystem::__cxx11::path const> >(std::remove_reference<std::reference_wrapper<std::filesystem::__cxx11::path const> >::type&)
  0.00      0.02     0.00      242     0.00     0.00  std::reference_wrapper<std::mutex>&& std::forward<std::reference_wrapper<std::mutex> >(std::remove_reference<std::reference_wrapper<std::mutex> >::type&)
  0.00      0.02     0.00      230     0.00     0.00  std::reference_wrapper<std::atomic<int> >&& std::forward<std::reference_wrapper<std::atomic<int> > >(std::remove_reference<std::reference_wrapper<std::atomic<int> > >::type&)
  0.00      0.02     0.00      127     0.00     0.00  void (&std::forward<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&)>(std::remove_reference<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&)>::type&))(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&)
  0.00      0.02     0.00       72     0.00     0.00  std::remove_reference<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >&>::type&& std::move<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >&>(std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >&)
  0.00      0.02     0.00       61     0.00     0.00  std::thread::id::id()
  0.00      0.02     0.00       61     0.00     0.00  std::thread* std::__addressof<std::thread>(std::thread&)
  0.00      0.02     0.00       54     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::base() const
  0.00      0.02     0.00       45     0.00     0.00  std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&)
  0.00      0.02     0.00       42     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&)
  0.00      0.02     0.00       42     0.00     0.00  void (*&&std::forward<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&)>(std::remove_reference<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&)>::type&))(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&)
  0.00      0.02     0.00       31     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator*() const
  0.00      0.02     0.00       31     0.00     0.00  std::thread::joinable() const
  0.00      0.02     0.00       31     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&)
  0.00      0.02     0.00       31     0.00     0.00  std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr()
  0.00      0.02     0.00       31     0.00     0.00  std::thread::~thread()
  0.00      0.02     0.00       31     0.00     0.00  std::operator==(std::thread::id, std::thread::id)
  0.00      0.02     0.00       30     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      0.02     0.00       30     0.00     0.00  std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      0.02     0.00       30     0.00     0.00  std::thread* std::__niter_base<std::thread*>(std::thread*)
  0.00      0.02     0.00       30     0.00     0.00  std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      0.02     0.00       30     0.00     0.00  std::thread&& std::forward<std::thread>(std::remove_reference<std::thread>::type&)
  0.00      0.02     0.00       30     0.00     0.00  operator new(unsigned long, void*)
  0.00      0.02     0.00       28     0.00     0.00  std::__shared_ptr<std::filesystem::__cxx11::recursive_directory_iterator::_Dir_stack, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<std::filesystem::__cxx11::recursive_directory_iterator::_Dir_stack, (__gnu_cxx::_Lock_policy)2> const&)
  0.00      0.02     0.00       28     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&)
  0.00      0.02     0.00       28     0.00     0.00  std::filesystem::__cxx11::path const* std::__addressof<std::filesystem::__cxx11::path const>(std::filesystem::__cxx11::path const&)
  0.00      0.02     0.00       27     0.00     0.00  std::filesystem::__cxx11::recursive_directory_iterator::recursive_directory_iterator(std::filesystem::__cxx11::recursive_directory_iterator const&)
  0.00      0.02     0.00       27     0.00     0.00  std::reference_wrapper<std::filesystem::__cxx11::path const>::_S_fun(std::filesystem::__cxx11::path const&)
  0.00      0.02     0.00       27     0.00     0.00  std::reference_wrapper<std::filesystem::__cxx11::path const>::reference_wrapper<std::filesystem::__cxx11::path const&, void, std::filesystem::__cxx11::path const*>(std::filesystem::__cxx11::path const&)
  0.00      0.02     0.00       27     0.00     0.00  std::filesystem::__cxx11::path const& std::forward<std::filesystem::__cxx11::path const&>(std::remove_reference<std::filesystem::__cxx11::path const&>::type&)
  0.00      0.02     0.00       26     0.00     0.00  std::reference_wrapper<std::filesystem::__cxx11::path const>::get() const
  0.00      0.02     0.00       26     0.00     0.00  std::reference_wrapper<std::filesystem::__cxx11::path const> std::cref<std::filesystem::__cxx11::path>(std::filesystem::__cxx11::path const&)
  0.00      0.02     0.00       25     0.00     0.00  std::reference_wrapper<std::filesystem::__cxx11::path const>::operator std::filesystem::__cxx11::path const&() const
  0.00      0.02     0.00       25     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy()
  0.00      0.02     0.00       21     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::end()
  0.00      0.02     0.00       20     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::size() const
  0.00      0.02     0.00       17     0.00     0.00  bool __gnu_cxx::operator!=<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&)
  0.00      0.02     0.00       16     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator++()
  0.00      0.02     0.00       16     0.00     0.00  std::_Head_base<0ul, void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), false>::_Head_base(void (* const&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&))
  0.00      0.02     0.00       16     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_Head_base()
  0.00      0.02     0.00       16     0.00     0.00  std::_Head_base<1ul, std::default_delete<std::thread::_State>, true>::_Head_base()
  0.00      0.02     0.00       16     0.00     0.00  std::_Head_base<1ul, std::reference_wrapper<std::filesystem::__cxx11::path const>, false>::_Head_base<std::reference_wrapper<std::filesystem::__cxx11::path const> >(std::reference_wrapper<std::filesystem::__cxx11::path const>&&)
  0.00      0.02     0.00       16     0.00     0.00  std::_Head_base<2ul, std::reference_wrapper<std::filesystem::__cxx11::path const>, false>::_Head_base<std::reference_wrapper<std::filesystem::__cxx11::path const> >(std::reference_wrapper<std::filesystem::__cxx11::path const>&&)
  0.00      0.02     0.00       16     0.00     0.00  std::_Head_base<3ul, std::reference_wrapper<std::atomic<int> >, false>::_Head_base<std::reference_wrapper<std::atomic<int> > >(std::reference_wrapper<std::atomic<int> >&&)
  0.00      0.02     0.00       16     0.00     0.00  std::_Head_base<4ul, std::reference_wrapper<std::mutex>, false>::_Head_base<std::reference_wrapper<std::mutex> >(std::reference_wrapper<std::mutex>&&)
  0.00      0.02     0.00       16     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::unique_ptr<std::default_delete<std::thread::_State>, void>(std::thread::_State*)
  0.00      0.02     0.00       16     0.00     0.00  std::_Tuple_impl<0ul, void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >::_Tuple_impl<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex>, void>(void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&, std::reference_wrapper<std::mutex>&&)
  0.00      0.02     0.00       16     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl()
  0.00      0.02     0.00       16     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<std::thread::_State> >::_Tuple_impl()
  0.00      0.02     0.00       16     0.00     0.00  std::_Tuple_impl<1ul, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >::_Tuple_impl<std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex>, void>(std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&, std::reference_wrapper<std::mutex>&&)
  0.00      0.02     0.00       16     0.00     0.00  std::_Tuple_impl<2ul, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >::_Tuple_impl<std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex>, void>(std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&, std::reference_wrapper<std::mutex>&&)
  0.00      0.02     0.00       16     0.00     0.00  std::_Tuple_impl<3ul, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >::_Tuple_impl<std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex>, void>(std::reference_wrapper<std::atomic<int> >&&, std::reference_wrapper<std::mutex>&&)
  0.00      0.02     0.00       16     0.00     0.00  std::_Tuple_impl<4ul, std::reference_wrapper<std::mutex> >::_Tuple_impl<std::reference_wrapper<std::mutex> >(std::reference_wrapper<std::mutex>&&)
  0.00      0.02     0.00       16     0.00     0.00  std::__uniq_ptr_data<std::thread::_State, std::default_delete<std::thread::_State>, true, true>::__uniq_ptr_impl(std::thread::_State*)
  0.00      0.02     0.00       16     0.00     0.00  std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*)
  0.00      0.02     0.00       16     0.00     0.00  std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >::tuple<true, true>()
  0.00      0.02     0.00       16     0.00     0.00  std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> > > >::~_State_impl()
  0.00      0.02     0.00       16     0.00     0.00  std::thread::_Invoker<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> > >::_Invoker<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >(void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&, std::reference_wrapper<std::mutex>&&)
  0.00      0.02     0.00       16     0.00     0.00  void (*&std::__get_helper<0ul, void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >(std::_Tuple_impl<0ul, void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >&))(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&)
  0.00      0.02     0.00       16     0.00     0.00  void std::_Destroy<std::thread>(std::thread*)
  0.00      0.02     0.00       15     0.00     0.00  void __gnu_cxx::new_allocator<std::thread>::destroy<std::thread>(std::thread*)
  0.00      0.02     0.00       15     0.00     0.00  void __gnu_cxx::new_allocator<std::thread>::construct<std::thread, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >(std::thread*, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&, std::reference_wrapper<std::mutex>&&)
  0.00      0.02     0.00       15     0.00     0.00  void __gnu_cxx::new_allocator<std::thread>::construct<std::thread, std::thread>(std::thread*, std::thread&&)
  0.00      0.02     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::_M_max_size() const
  0.00      0.02     0.00       15     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator-(long) const
  0.00      0.02     0.00       15     0.00     0.00  std::_Head_base<2ul, std::reference_wrapper<std::filesystem::__cxx11::path const>, false>::_M_head(std::_Head_base<2ul, std::reference_wrapper<std::filesystem::__cxx11::path const>, false>&)
  0.00      0.02     0.00       15     0.00     0.00  std::_Head_base<3ul, std::reference_wrapper<std::atomic<int> >, false>::_M_head(std::_Head_base<3ul, std::reference_wrapper<std::atomic<int> >, false>&)
  0.00      0.02     0.00       15     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr()
  0.00      0.02     0.00       15     0.00     0.00  std::_Tuple_impl<2ul, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >::_M_head(std::_Tuple_impl<2ul, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >&)
  0.00      0.02     0.00       15     0.00     0.00  std::_Tuple_impl<3ul, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >::_M_head(std::_Tuple_impl<3ul, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >&)
  0.00      0.02     0.00       15     0.00     0.00  void std::allocator_traits<std::allocator<std::thread> >::destroy<std::thread>(std::allocator<std::thread>&, std::thread*)
  0.00      0.02     0.00       15     0.00     0.00  void std::allocator_traits<std::allocator<std::thread> >::construct<std::thread, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> >, std::reference_wrapper<std::mutex> >(std::allocator<std::thread>&, std::thread*, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&, std::mutex&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&, std::reference_wrapper<std::mutex>&&)
