Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      16/16          std::reference_wrapper<std::atomic<int> >::operator std::atomic<int>&() const [103]
                0.00    0.00      16/239         std::reference_wrapper<std::atomic<int> >&& std::forward<std::reference_wrapper<std::atomic<int> > >(std::remove_reference<std::reference_wrapper<std::atomic<int> > >::type&) [64]
-----------------------------------------------
                0.00    0.01      15/15          std::thread::_Invoker<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > >::operator()() [5]
[4]     75.0    0.00    0.01      15         void std::thread::_Invoker<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > >::_M_invoke<0ul, 1ul, 2ul, 3ul>(std::_Index_tuple<0ul, 1ul, 2ul, 3ul>) [4]
                0.00    0.01      15/15          std::__invoke_result<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >::type std::__invoke<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(void (*&&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [6]
                0.00    0.00      61/61          std::remove_reference<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >&>::type&& std::move<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >&>(std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >&) [68]
                0.00    0.00      16/16          std::tuple_element<0ul, std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > >::type&& std::get<0ul, void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >&&) [124]
                0.00    0.00      15/15          std::tuple_element<3ul, std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > >::type&& std::get<3ul, void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >&&) [159]
                0.00    0.00      15/15          std::tuple_element<2ul, std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > >::type&& std::get<2ul, void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >&&) [158]
                0.00    0.00      15/15          std::tuple_element<1ul, std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > >::type&& std::get<1ul, void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >&&) [157]
-----------------------------------------------
                0.00    0.01      15/15          std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > > >::_M_run() [7]
[5]     75.0    0.00    0.01      15         std::thread::_Invoker<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > >::operator()() [5]
                0.00    0.01      15/15          void std::thread::_Invoker<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > >::_M_invoke<0ul, 1ul, 2ul, 3ul>(std::_Index_tuple<0ul, 1ul, 2ul, 3ul>) [4]
-----------------------------------------------
                0.00    0.01      15/15          void std::thread::_Invoker<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > >::_M_invoke<0ul, 1ul, 2ul, 3ul>(std::_Index_tuple<0ul, 1ul, 2ul, 3ul>) [4]
[6]     75.0    0.00    0.01      15         std::__invoke_result<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >::type std::__invoke<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(void (*&&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [6]
                0.00    0.01      16/16          void std::__invoke_impl<void, void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(std::__invoke_other, void (*&&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [3]
                0.00    0.00      30/430         std::reference_wrapper<std::filesystem::__cxx11::path const>&& std::forward<std::reference_wrapper<std::filesystem::__cxx11::path const> >(std::remove_reference<std::reference_wrapper<std::filesystem::__cxx11::path const> >::type&) [63]
                0.00    0.00      15/239         std::reference_wrapper<std::atomic<int> >&& std::forward<std::reference_wrapper<std::atomic<int> > >(std::remove_reference<std::reference_wrapper<std::atomic<int> > >::type&) [64]
                0.00    0.00      15/46          void (*&&std::forward<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&)>(std::remove_reference<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&)>::type&))(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&) [70]
-----------------------------------------------
                                                 <spontaneous>
[7]     75.0    0.00    0.01                 std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > > >::_M_run() [7]
                0.00    0.01      15/15          std::thread::_Invoker<std::tuple<void (*)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > > >::operator()() [5]
-----------------------------------------------
                                                 <spontaneous>
[8]     25.0    0.00    0.01                 main [8]
                0.00    0.01       1/1           copy_files(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&) [16]
                0.00    0.00       2/12077       std::filesystem::__cxx11::path::~path() [42]
                0.00    0.00       1/1           std::filesystem::__cxx11::path::path<char [35], std::filesystem::__cxx11::path>(char const (&) [35], std::filesystem::__cxx11::path::format) [199]
                0.00    0.00       1/1           std::filesystem::__cxx11::path::path<char [40], std::filesystem::__cxx11::path>(char const (&) [40], std::filesystem::__cxx11::path::format) [200]
-----------------------------------------------
                0.01    0.00  971138/971138      bool __gnu_cxx::operator!=<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [10]
[9]     25.0    0.01    0.00  971138         __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [9]
-----------------------------------------------
                0.00    0.01  483564/483564      std::basic_ostream<char, std::char_traits<char> >& std::__detail::operator<< <char, std::char_traits<char>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::basic_ostream<char, std::char_traits<char> >&, std::__detail::_Quoted_string<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char> const&) [12]
[10]    25.0    0.00    0.01  483564         bool __gnu_cxx::operator!=<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [10]
                0.01    0.00  971138/971138      __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::base() const [9]
-----------------------------------------------
                0.00    0.01    7724/7724        my_copy_file(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&) [1]
[11]    25.0    0.00    0.01    7724         std::basic_ostream<char, std::char_traits<char> >& std::filesystem::__cxx11::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, std::filesystem::__cxx11::path const&) [11]
                0.00    0.01    7564/7564        std::basic_ostream<char, std::char_traits<char> >& std::__detail::operator<< <char, std::char_traits<char>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::basic_ostream<char, std::char_traits<char> >&, std::__detail::_Quoted_string<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char> const&) [12]
                0.00    0.00    7739/7739        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::filesystem::__cxx11::path::string<char, std::char_traits<char>, std::allocator<char> >(std::allocator<char> const&) const [45]
                0.00    0.00    7575/7575        auto std::quoted<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char, char) [47]
-----------------------------------------------
                0.00    0.01    7564/7564        std::basic_ostream<char, std::char_traits<char> >& std::filesystem::__cxx11::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, std::filesystem::__cxx11::path const&) [11]
[12]    25.0    0.00    0.01    7564         std::basic_ostream<char, std::char_traits<char> >& std::__detail::operator<< <char, std::char_traits<char>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::basic_ostream<char, std::char_traits<char> >&, std::__detail::_Quoted_string<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char> const&) [12]
                0.00    0.01  483564/483564      bool __gnu_cxx::operator!=<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [10]
                0.00    0.00  477605/477605      __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator*() const [27]
                0.00    0.00  474187/474187      __gnu_cxx::__normal_iterator<char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator++() [28]
-----------------------------------------------
                0.00    0.00       1/6           std::_Vector_base<std::thread, std::allocator<std::thread> >::~_Vector_base() [19]
                0.00    0.00       5/6           void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [18]
[13]    25.0    0.00    0.01       6         std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_deallocate(std::thread*, unsigned long) [13]
                0.00    0.01       5/5           std::allocator_traits<std::allocator<std::thread> >::deallocate(std::allocator<std::thread>&, std::thread*, unsigned long) [15]
-----------------------------------------------
                0.01    0.00       5/5           std::allocator_traits<std::allocator<std::thread> >::deallocate(std::allocator<std::thread>&, std::thread*, unsigned long) [15]
[14]    25.0    0.01    0.00       5         __gnu_cxx::new_allocator<std::thread>::deallocate(std::thread*, unsigned long) [14]
-----------------------------------------------
                0.00    0.01       5/5           std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_deallocate(std::thread*, unsigned long) [13]
[15]    25.0    0.00    0.01       5         std::allocator_traits<std::allocator<std::thread> >::deallocate(std::allocator<std::thread>&, std::thread*, unsigned long) [15]
                0.01    0.00       5/5           __gnu_cxx::new_allocator<std::thread>::deallocate(std::thread*, unsigned long) [14]
-----------------------------------------------
                0.00    0.01       1/1           main [8]
[16]    25.0    0.00    0.01       1         copy_files(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&) [16]
                0.00    0.00      16/16          std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [17]
                0.00    0.00       1/1           std::vector<std::thread, std::allocator<std::thread> >::~vector() [20]
                0.00    0.00      32/32          std::reference_wrapper<std::filesystem::__cxx11::path const> std::cref<std::filesystem::__cxx11::path>(std::filesystem::__cxx11::path const&) [77]
                0.00    0.00      17/17          bool __gnu_cxx::operator!=<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&) [98]
                0.00    0.00      16/16          std::reference_wrapper<std::atomic<int> > std::ref<std::atomic<int> >(std::atomic<int>&) [125]
                0.00    0.00      16/32          __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator*() const [73]
                0.00    0.00      16/16          __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator++() [100]
                0.00    0.00       1/1           std::filesystem::exists(std::filesystem::__cxx11::path const&) [198]
                0.00    0.00       1/1           std::filesystem::is_directory(std::filesystem::__cxx11::path const&) [195]
                0.00    0.00       1/1           std::vector<std::thread, std::allocator<std::thread> >::vector() [208]
                0.00    0.00       1/6           std::vector<std::thread, std::allocator<std::thread> >::begin() [177]
                0.00    0.00       1/21          std::vector<std::thread, std::allocator<std::thread> >::end() [96]
                0.00    0.00       1/1           std::__atomic_base<int>::operator int() const [191]
-----------------------------------------------
                0.00    0.00      16/16          copy_files(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&) [16]
[17]    20.8    0.00    0.00      16         std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [17]
                0.00    0.00       5/5           void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [18]
                0.00    0.00      32/430         std::reference_wrapper<std::filesystem::__cxx11::path const>&& std::forward<std::reference_wrapper<std::filesystem::__cxx11::path const> >(std::remove_reference<std::reference_wrapper<std::filesystem::__cxx11::path const> >::type&) [63]
                0.00    0.00      16/239         std::reference_wrapper<std::atomic<int> >&& std::forward<std::reference_wrapper<std::atomic<int> > >(std::remove_reference<std::reference_wrapper<std::atomic<int> > >::type&) [64]
                0.00    0.00      16/131         void (&std::forward<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&)>(std::remove_reference<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&)>::type&))(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&) [65]
                0.00    0.00      15/15          std::vector<std::thread, std::allocator<std::thread> >::back() [153]
                0.00    0.00      11/16          void std::allocator_traits<std::allocator<std::thread> >::construct<std::thread, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(std::allocator<std::thread>&, std::thread*, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [113]
                0.00    0.00       5/21          std::vector<std::thread, std::allocator<std::thread> >::end() [96]
-----------------------------------------------
                0.00    0.00       5/5           std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [17]
[18]    20.8    0.00    0.00       5         void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [18]
                0.00    0.00       5/6           std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_deallocate(std::thread*, unsigned long) [13]
                0.00    0.00      10/430         std::reference_wrapper<std::filesystem::__cxx11::path const>&& std::forward<std::reference_wrapper<std::filesystem::__cxx11::path const> >(std::remove_reference<std::reference_wrapper<std::filesystem::__cxx11::path const> >::type&) [63]
                0.00    0.00      10/11          std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator() [166]
                0.00    0.00      10/54          __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::base() const [69]
                0.00    0.00      10/10          std::vector<std::thread, std::allocator<std::thread> >::_S_relocate(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&) [172]
                0.00    0.00       5/5           std::vector<std::thread, std::allocator<std::thread> >::_M_check_len(unsigned long, char const*) const [180]
                0.00    0.00       5/6           std::vector<std::thread, std::allocator<std::thread> >::begin() [177]
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::difference_type __gnu_cxx::operator-<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&) [179]
                0.00    0.00       5/5           std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_allocate(unsigned long) [181]
                0.00    0.00       5/239         std::reference_wrapper<std::atomic<int> >&& std::forward<std::reference_wrapper<std::atomic<int> > >(std::remove_reference<std::reference_wrapper<std::atomic<int> > >::type&) [64]
                0.00    0.00       5/131         void (&std::forward<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&)>(std::remove_reference<void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&)>::type&))(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&) [65]
                0.00    0.00       5/16          void std::allocator_traits<std::allocator<std::thread> >::construct<std::thread, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::filesystem::__cxx11::path const>, std::reference_wrapper<std::atomic<int> > >(std::allocator<std::thread>&, std::thread*, void (&)(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&, std::atomic<int>&), std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::filesystem::__cxx11::path const>&&, std::reference_wrapper<std::atomic<int> >&&) [113]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::thread, std::allocator<std::thread> >::~vector() [20]
[19]     4.2    0.00    0.00       1         std::_Vector_base<std::thread, std::allocator<std::thread> >::~_Vector_base() [19]
                0.00    0.00       1/6           std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_deallocate(std::thread*, unsigned long) [13]
                0.00    0.00       1/1           std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl::~_Vector_impl() [205]
-----------------------------------------------
                0.00    0.00       1/1           copy_files(std::filesystem::__cxx11::path const&, std::filesystem::__cxx11::path const&) [16]
[20]     4.2    0.00    0.00       1         std::vector<std::thread, std::allocator<std::thread> >::~vector() [20]
                0.00    0.00       1/1           std::_Vector_base<std::thread, std::allocator<std::thread> >::~_Vector_base() [19]
                0.00    0.00       1/11          std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator() [166]
                0.00    0.00       1/1           void std::_Destroy<std::thread*, std::thread>(std::thread*, std::thread*, std::allocator<std::thread>&) [210]
-----------------------------------------------
                0.00    0.00  477605/477605      std::basic_ostream<char, std::char_traits<char> >& std::__detail::operator<< <char, std::char_traits<char>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::basic_ostream<char, std::char_traits<char> >&, std::__detail::_Quoted_string<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char> const&) [12]
